District,Ethnicity,Fin Sup By Fam Sup Pct,Fin Sup By Fin Aids Pct,Fin Sup By Job Pct,Fin Sup By Oth Pct,Fin Sup By Per Sav Pct,Fin Sup By Schl Prize Pct,Have Own Desk At Home,Have Own Room At Home,High Edu Lvl Father,High Edu Lvl Mother,Mth Household Income,Nbr Of Household Member,Norm Travel Time,Number of Records,Place Of Birth,Religion,Residency,Snap Dat,Survey Year,Type Of Fam House,Wh Stdt Key,Work Exp,Year Of Resd In Hk
Kwun Tong,N/A,20,20,50,0,0,10,Yes,No,Secondary education/ Matriculation,Primary education,"HK$30,000 - HK$39,999",4,120 - 179 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,110944,Part-time job experience only,7 years or more
Eastern,Chinese,50,0,30,0,20,0,No,Yes,Secondary education/ Matriculation,Post-secondary education,"HK$70,000 - HK$79,999",3,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115769,Part-time job experience only,Since birth
Tai Po,N/A,70,0,20,0,10,0,Yes,No,Post-secondary education,Secondary education/ Matriculation,"HK$70,000 - HK$79,999",4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115816,Part-time job experience only,Since birth
Kwun Tong,N/A,100,0,0,0,0,0,Yes,No,No formal education,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",4,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116235,Part-time job experience only,Since birth
Tsuen Wan,N/A,90,0,0,0,10,0,Yes,Yes,Post-secondary education,Post-secondary education,"HK$100,000 or above",4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116236,No experience at all,Since birth
Yau Tsim Mong,N/A,80,0,10,0,10,0,Yes,Yes,University education,University education,"HK$100,000 or above",3,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115841,Part-time job experience only,Since birth
Kowloon City,Chinese,50,0,0,0,20,30,Yes,Yes,Post-secondary education,Post-secondary education,"HK$10,000 - HK$19,999",3,60 - 119 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116177,Part-time job experience only,Since birth
Sha Tin,N/A,90,0,5,0,5,0,Yes,Yes,University education,Secondary education/ Matriculation,"HK$60,000 - HK$69,999",4,60 - 119 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116577,Part-time job experience only,Since birth
Tai Po,Chinese,60,0,20,0,20,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,Not applicable,6,180 - 240 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116580,Part-time job experience only,Since birth
Islands (inc. Tung Chung),N/A,40,50,10,0,0,0,Yes,Yes,Primary education,Post-secondary education,"HK$10,000 - HK$19,999",2,60 - 119 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116581,Part-time job experience only,7 years or more
Eastern,Chinese,100,0,0,0,0,0,Yes,Yes,Post-secondary education,University education,"HK$100,000 or above",5,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116583,Part-time job experience only,Since birth
Yuen Long (inc. Tin Shui Wai),N/A,100,0,0,0,0,0,Yes,Yes,Secondary education/ Matriculation,University education,"HK$10,000 - HK$19,999",4,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116368,Part-time job experience only,Since birth
Kowloon City,N/A,80,0,0,0,20,0,Yes,Yes,Post-secondary education,University education,Not applicable,5,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115844,Part-time job experience only,Since birth
Sha Tin,N/A,90,0,10,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$100,000 or above",4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),32512,Part-time job experience only,Since birth
Sha Tin,N/A,70,0,30,0,0,0,Yes,Yes,Post-secondary education,University education,Not applicable,3,60 - 119 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116202,Part-time job experience only,Since birth
Central & Western,Chinese,80,0,20,0,0,0,Yes,Yes,Post-secondary education,Post-secondary education,"HK$50,000 - HK$59,999",3,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115032,Part-time job experience only,Since birth
Not applicable,N/A,40,0,0,0,0,60,No,No,University education,University education,"HK$10,000 - HK$19,999",3,More than 240 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116507,No experience at all,3 to less than 7 years
Yau Tsim Mong,N/A,20,20,30,0,30,0,No,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$10,000 - HK$19,999",6,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Home Ownership Scheme flats,116539,Part-time job experience only,Since birth
Sha Tin,N/A,90,0,5,0,0,5,Yes,Yes,Post-secondary education,Secondary education/ Matriculation,Not applicable,3,60 - 119 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Home Ownership Scheme flats,110416,No experience at all,Since birth
Tai Po,N/A,60,29,10,0,0,1,Yes,Yes,Post-secondary education,Secondary education/ Matriculation,"HK$40,000 - HK$49,999",4,60 - 119 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115833,Part-time job experience only,Since birth
Wong Tai Sin,N/A,70,0,20,0,10,0,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",5,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Others (e.g. staff quarters),116024,Part-time job experience only,Since birth
Kowloon City,N/A,50,0,30,0,20,0,Yes,Yes,University education,University education,"HK$70,000 - HK$79,999",4,60 - 119 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116179,Part-time job experience only,Since birth
Kowloon City,Chinese,80,0,10,0,10,0,Yes,No,Post-secondary education,Secondary education/ Matriculation,"HK$30,000 - HK$39,999",4,Less than 60 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116287,Part-time job experience only,Since birth
Tsuen Wan,N/A,100,0,0,0,0,0,No,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$40,000 - HK$49,999",3,180 - 240 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Others (e.g. staff quarters),116913,Part-time job experience only,7 years or more
Yuen Long (inc. Tin Shui Wai),N/A,70,0,10,20,0,0,Yes,No,University education,Primary education,"HK$30,000 - HK$39,999",4,120 - 179 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115151,Part-time job experience only,7 years or more
Kwai Tsing,N/A,45,10,30,0,15,0,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$40,000 - HK$49,999",4,180 - 240 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116087,Part-time job experience only,Since birth
Sha Tin,N/A,80,0,0,0,20,0,No,No,Post-secondary education,Post-secondary education,Not applicable,2,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Home Ownership Scheme flats,110383,Part-time job experience only,Since birth
Not applicable,Other ethnicities,95,0,5,0,0,0,Yes,Yes,University education,University education,Not applicable,4,More than 240 minutes,1,South Africa,No religious belief,L,23/12/2020 12:00:00 AM,2018,Others (e.g. staff quarters),110384,Part-time job experience only,less than 3 years
Sai Kung (inc. Tseung Kwan O),Chinese,100,0,0,0,0,0,Yes,Yes,Primary education,Secondary education/ Matriculation,"HK$30,000 - HK$39,999",4,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116409,No experience at all,Since birth
Sai Kung (inc. Tseung Kwan O),N/A,25,40,20,0,5,10,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",2,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,115012,Part-time job experience only,Since birth
Islands (inc. Tung Chung),N/A,100,0,0,0,0,0,No,No,University education,Secondary education/ Matriculation,Not applicable,6,120 - 179 minutes,1,HK,Catholic,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115479,Part-time job experience only,Since birth
Sha Tin,N/A,70,0,0,0,20,10,Yes,Yes,Secondary education/ Matriculation,Post-secondary education,"HK$70,000 - HK$79,999",4,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115163,No experience at all,7 years or more
Kwai Tsing,Chinese,80,0,0,0,20,0,Yes,Yes,Primary education,Secondary education/ Matriculation,"HK$40,000 - HK$49,999",3,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115537,Part-time job experience only,Since birth
Eastern,Chinese,100,0,0,0,0,0,Yes,Yes,University education,University education,Not applicable,4,60 - 119 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Squatter/Temporary structure,115680,No experience at all,3 to less than 7 years
Tuen Mun,N/A,100,0,0,0,0,0,Yes,Yes,University education,University education,"HK$30,000 - HK$39,999",3,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115683,Part-time job experience only,Since birth
Kwai Tsing,N/A,10,20,30,0,30,10,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",3,180 - 240 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Others (e.g. staff quarters),115796,No experience at all,Since birth
Yuen Long (inc. Tin Shui Wai),N/A,100,0,0,0,0,0,Yes,Yes,Secondary education/ Matriculation,Post-secondary education,"HK$60,000 - HK$69,999",5,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115543,No experience at all,Since birth
Tai Po,N/A,80,0,20,0,0,0,Yes,Yes,University education,University education,"HK$50,000 - HK$59,999",3,180 - 240 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115989,Part-time job experience only,Since birth
Sai Kung (inc. Tseung Kwan O),Korean,60,0,10,0,20,10,Yes,Yes,University education,University education,Not applicable,4,Less than 60 minutes,1,South Korea,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),111465,Part-time job experience only,7 years or more
Tai Po,Chinese,0,100,0,0,0,0,Yes,No,No formal education,No formal education,"HK$100,000 or above",1,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,115497,Part-time job experience only,Since birth
Tsuen Wan,N/A,70,0,10,0,20,0,Yes,Yes,University education,University education,"HK$100,000 or above",5,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115754,Part-time job experience only,Since birth
Kwun Tong,N/A,40,0,20,0,40,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$40,000 - HK$49,999",4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116053,Part-time job experience only,Since birth
,,0,0,0,0,0,0,,,N/A,N/A,,,,1,N/A,N/A,,23/12/2020 12:00:00 AM,2018,,116329,N/A,
Not applicable,N/A,100,0,0,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$10,000 - HK$19,999",2,More than 240 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,110947,No experience at all,Since birth
"North (inc. Sheung Shui, Fanling, etc)",Chinese,55,45,0,0,0,0,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"Under HK$10,000",3,60 - 119 minutes,1,Ireland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,32605,Part-time job experience only,7 years or more
Kwun Tong,Chinese,25,0,50,0,15,10,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$30,000 - HK$39,999",3,60 - 119 minutes,1,Chinese Mainland,Buddhist,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),103632,Part-time job experience only,less than 3 years
"North (inc. Sheung Shui, Fanling, etc)",N/A,90,0,0,0,5,5,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",3,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Home Ownership Scheme flats,115641,No experience at all,Since birth
Yuen Long (inc. Tin Shui Wai),N/A,50,50,0,0,0,0,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$30,000 - HK$39,999",4,180 - 240 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,115643,Part-time job experience only,Since birth
Kwun Tong,Chinese,30,30,20,0,20,0,Yes,Yes,Secondary education/ Matriculation,University education,"HK$10,000 - HK$19,999",5,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116019,Part-time job experience only,Since birth
Kwun Tong,N/A,100,0,0,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",4,60 - 119 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116020,Full-time job experience for less than one year,Since birth
Kwai Tsing,Chinese,50,0,20,0,30,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$50,000 - HK$59,999",3,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115183,Part-time job experience only,Since birth
Not applicable,N/A,80,0,0,0,15,5,Yes,Yes,Post-secondary education,University education,"HK$70,000 - HK$79,999",3,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116306,Part-time job experience only,Since birth
,,0,0,0,0,0,0,,,N/A,N/A,,,,1,N/A,N/A,,23/12/2020 12:00:00 AM,2018,,116308,N/A,
Yuen Long (inc. Tin Shui Wai),Chinese,70,0,10,10,10,0,No,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",4,120 - 179 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116490,Part-time job experience only,7 years or more
Kwai Tsing,N/A,70,0,30,0,0,0,Yes,Yes,Post-secondary education,Post-secondary education,"Under HK$10,000",3,60 - 119 minutes,1,Chinese Mainland,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,115572,No experience at all,7 years or more
Sha Tin,N/A,65,5,10,0,15,5,Yes,Yes,Secondary education/ Matriculation,University education,"HK$50,000 - HK$59,999",4,60 - 119 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Home Ownership Scheme flats,110598,Full-time job experience for less than one year,7 years or more
Tsuen Wan,N/A,15,80,5,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$30,000 - HK$39,999",3,60 - 119 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115291,Part-time job experience only,7 years or more
Sha Tin,N/A,40,0,20,0,40,0,Yes,Yes,University education,University education,Not applicable,3,180 - 240 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115787,Part-time job experience only,Since birth
Tai Po,Chinese,80,0,0,0,20,0,Yes,Yes,Post-secondary education,Post-secondary education,Not applicable,5,Less than 60 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116081,Part-time job experience only,3 to less than 7 years
,,0,0,0,0,0,0,,,N/A,N/A,,,,1,N/A,N/A,,23/12/2020 12:00:00 AM,2018,,110480,N/A,
Islands (inc. Tung Chung),N/A,50,0,50,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",4,120 - 179 minutes,1,macao,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,110482,Part-time job experience only,7 years or more
Eastern,Indian,100,0,0,0,0,0,Yes,Yes,Post-secondary education,University education,"HK$20,000 - HK$29,999",4,60 - 119 minutes,1,India,Hindu,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),110826,Part-time job experience only,less than 3 years
"North (inc. Sheung Shui, Fanling, etc)",Chinese,50,0,50,0,0,0,No,No,Primary education,Primary education,"HK$10,000 - HK$19,999",4,180 - 240 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society sale flats (other than Home Ownership Scheme flats),110613,Part-time job experience only,7 years or more
Sai Kung (inc. Tseung Kwan O),N/A,80,10,5,0,5,0,Yes,No,Post-secondary education,Post-secondary education,Not applicable,3,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115672,Part-time job experience only,Since birth
